order_uid	previous_order_status	transition_name	new_order_status	user_role	date_time	comment
a2e7be4a-e0fe-4b64-8714-4f9a3231ae89	in_qa	deliver	delivered	qa	2017-01-04 12:27:00	first delivery
a2e7be4a-e0fe-4b64-8714-4f9a3231ae89	delivered	refuse	refused	customer	2017-01-25 10:37:00	refusal
a2e7be4a-e0fe-4b64-8714-4f9a3231ae89	refused	require_revision	in_qa	pm		send_back_to_qa
a2e7be4a-e0fe-4b64-8714-4f9a3231ae89	in_qa	deliver	delivered	qa	2017-02-06 13:47:00	deliver_add._transition
a31cb36e-0621-443a-9911-3e230eb97de8	in_qa	deliver	delivered	qa	2016-11-21 11:36:00	first delivery
a31cb36e-0621-443a-9911-3e230eb97de8	delivered	refuse	refused	customer	2016-12-08 10:59:00	refusal
a31cb36e-0621-443a-9911-3e230eb97de8	refused	require_revision	in_qa	pm		send_back_to_qa
a31cb36e-0621-443a-9911-3e230eb97de8	in_qa	deliver	delivered	qa	2017-01-18 11:29:00	deliver_add._transition
ade9fa0c-c2ae-4588-9935-59b3ecd027de	in_qa	deliver	delivered	qa	2016-11-10 16:27:00	first delivery
ade9fa0c-c2ae-4588-9935-59b3ecd027de	delivered	refuse	refused	customer	2016-11-28 10:09:00	refusal
ade9fa0c-c2ae-4588-9935-59b3ecd027de	refused	require_revision	in_qa	pm		send_back_to_qa
ade9fa0c-c2ae-4588-9935-59b3ecd027de	in_qa	deliver	delivered	qa	2017-01-20 16:11:00	deliver_add._transition
b0ad195e-bd2c-4353-b2b1-4297659b0f6c	in_qa	deliver	delivered	qa	2017-01-19 15:08:00	first delivery
b0ad195e-bd2c-4353-b2b1-4297659b0f6c	delivered	refuse	refused	customer	2017-02-07 09:27:59	refusal
b0ad195e-bd2c-4353-b2b1-4297659b0f6c	refused	require_revision	in_qa	pm	2017-02-07 10:29:50	send_back_to_qa
b0ad195e-bd2c-4353-b2b1-4297659b0f6c	in_qa	deliver	delivered	qa	2017-02-07 13:23:00	deliver_add._transition
b3ea2f22-0b92-4f04-9fa6-a4b915fc74f2	in_qa	deliver	delivered	qa	2016-12-22 12:43:00	first delivery
b3ea2f22-0b92-4f04-9fa6-a4b915fc74f2	delivered	refuse	refused	customer	2017-01-11 09:28:00	refusal
b3ea2f22-0b92-4f04-9fa6-a4b915fc74f2	refused	require_revision	in_qa	pm		send_back_to_qa
b3ea2f22-0b92-4f04-9fa6-a4b915fc74f2	in_qa	deliver	delivered	qa	2017-02-08 03:37:00	deliver_add._transition
b69ca315-b5ca-4362-8ed3-d46a56bfb025	in_qa	deliver	delivered	qa	2016-11-07 15:30:00	first delivery
b69ca315-b5ca-4362-8ed3-d46a56bfb025	delivered	refuse	refused	customer	2016-12-01 04:58:00	refusal
b69ca315-b5ca-4362-8ed3-d46a56bfb025	refused	require_revision	in_qa	pm	2016-12-08 09:35:00	send_back_to_qa
b69ca315-b5ca-4362-8ed3-d46a56bfb025	in_qa	deliver	delivered	qa	2017-02-17 18:04:26	deliver_add._transition
b7021ea8-9fdd-4b01-93a5-6241e36d2194	in_qa	deliver	delivered	qa	2016-10-04 11:43:00	first delivery
b7021ea8-9fdd-4b01-93a5-6241e36d2194	delivered	refuse	refused	customer	2016-10-17 00:00:00	refusal
b7021ea8-9fdd-4b01-93a5-6241e36d2194	refused	require_revision	in_qa	pm		send_back_to_qa
b7021ea8-9fdd-4b01-93a5-6241e36d2194	in_qa	deliver	delivered	qa	2017-01-06 18:30:00	deliver_add._transition
bb41a246-76b6-43c8-ad5b-4cb9826f9b0f	in_qa	deliver	delivered	qa	2016-12-07 09:54:00	first delivery
bb41a246-76b6-43c8-ad5b-4cb9826f9b0f	delivered	refuse	refused	customer	2016-12-21 09:09:00	refusal
bb41a246-76b6-43c8-ad5b-4cb9826f9b0f	refused	require_revision	in_qa	pm	2017-01-20 12:08:04	send_back_to_qa
bb41a246-76b6-43c8-ad5b-4cb9826f9b0f	in_qa	deliver	delivered	qa	2017-01-25 13:55:00	deliver_add._transition
bb895e5e-1039-42e8-952c-bfb5af8df0f1	in_qa	deliver	delivered	qa	2016-12-27 10:23:00	first delivery
bb895e5e-1039-42e8-952c-bfb5af8df0f1	delivered	refuse	refused	customer	2017-01-16 11:59:00	refusal
bb895e5e-1039-42e8-952c-bfb5af8df0f1	refused	require_revision	in_qa	pm	2017-02-10 17:39:12	send_back_to_qa
bc221561-db37-476c-b10c-6c84dc0fe3d1	in_qa	deliver	delivered	qa	2017-01-02 13:14:00	first delivery
bc221561-db37-476c-b10c-6c84dc0fe3d1	delivered	refuse	refused	customer	2017-01-20 10:48:00	refusal
bc221561-db37-476c-b10c-6c84dc0fe3d1	refused	require_revision	in_qa	pm	2017-02-07 11:00:00	send_back_to_qa
bd4c9cb7-09be-407e-a5f1-9913471542f3	in_qa	deliver	delivered	qa	2017-01-16 15:45:00	first delivery
bd4c9cb7-09be-407e-a5f1-9913471542f3	delivered	refuse	refused	customer	2017-02-02 08:50:58	refusal
bd4c9cb7-09be-407e-a5f1-9913471542f3	refused	require_revision	in_qa	pm	2017-02-02 08:55:18	send_back_to_qa
bd4c9cb7-09be-407e-a5f1-9913471542f3	in_qa	deliver	delivered	qa	2017-02-06 16:50:00	deliver_add._transition
bfafffeb-5c15-4094-b829-29387bc34156	in_qa	deliver	delivered	qa	2016-11-10 14:57:00	first delivery
bfafffeb-5c15-4094-b829-29387bc34156	delivered	refuse	refused	customer	2016-11-29 07:58:00	refusal
bfafffeb-5c15-4094-b829-29387bc34156	refused	require_revision	in_qa	pm	2016-12-08 09:39:25	send_back_to_qa
bfafffeb-5c15-4094-b829-29387bc34156	in_qa	deliver	delivered	qa	2017-01-10 12:52:00	deliver_add._transition
bfb92b78-1587-404a-9255-66dddfab70a2	in_qa	deliver	delivered	qa	2016-11-11 12:12:00	first delivery
bfb92b78-1587-404a-9255-66dddfab70a2	delivered	refuse	refused	customer	2016-12-14 05:32:00	refusal
bfb92b78-1587-404a-9255-66dddfab70a2	refused	require_revision	in_qa	pm	2017-02-10 15:18:02	send_back_to_qa
c15ca4f1-3aba-49ad-a6c2-da6437b3ec89	in_qa	deliver	delivered	qa	2016-12-28 15:46:00	first delivery
c15ca4f1-3aba-49ad-a6c2-da6437b3ec89	delivered	refuse	refused	customer	2017-01-18 15:19:00	refusal
c15ca4f1-3aba-49ad-a6c2-da6437b3ec89	refused	require_revision	in_qa	pm	2017-01-19 14:29:57	send_back_to_qa
c15ca4f1-3aba-49ad-a6c2-da6437b3ec89	in_qa	deliver	delivered	qa	2017-01-19 16:10:00	deliver_add._transition
c38236cd-f4af-4523-86ba-711680fc40c3	in_qa	deliver	delivered	qa	2017-01-10 09:06:00	first delivery
c38236cd-f4af-4523-86ba-711680fc40c3	delivered	refuse	refused	customer	2017-01-30 10:45:00	refusal
c38236cd-f4af-4523-86ba-711680fc40c3	refused	require_revision	in_qa	pm	2017-02-08 11:56:33	send_back_to_qa
c38236cd-f4af-4523-86ba-711680fc40c3	in_qa	deliver	delivered	qa	2017-02-08 13:57:00	deliver_add._transition
c3c394b9-8172-49b9-8c22-46cdd7fefbf0	in_qa	deliver	delivered	qa	2017-01-04 11:23:00	first delivery
c3c394b9-8172-49b9-8c22-46cdd7fefbf0	delivered	refuse	refused	customer	2017-01-25 12:14:00	refusal
c3c394b9-8172-49b9-8c22-46cdd7fefbf0	refused	require_revision	in_qa	pm	2017-02-07 12:56:11	send_back_to_qa
cb1f55f3-ed06-41a2-884b-8f1603f0fa47	in_qa	deliver	delivered	qa	2017-01-13 12:35:00	first delivery
cb1f55f3-ed06-41a2-884b-8f1603f0fa47	delivered	refuse	refused	customer	2017-02-01 08:26:00	refusal
cb1f55f3-ed06-41a2-884b-8f1603f0fa47	refused	require_revision	in_qa	pm	2017-02-07 12:20:18	send_back_to_qa
cb1f55f3-ed06-41a2-884b-8f1603f0fa47	in_qa	deliver	delivered	qa	2017-02-08 17:38:00	deliver_add._transition
cd31225b-95c6-4b7d-bcae-67b1e75689bc	in_qa	deliver	delivered	qa	2016-12-02 14:59:00	first delivery
cd31225b-95c6-4b7d-bcae-67b1e75689bc	delivered	refuse	refused	customer	2016-12-20 08:27:00	refusal
cd31225b-95c6-4b7d-bcae-67b1e75689bc	refused	require_revision	in_qa	pm	2017-02-10 17:15:03	send_back_to_qa
cd31225b-95c6-4b7d-bcae-67b1e75689bc	in_qa	deliver	delivered	qa	2017-02-10 18:22:00	deliver_add._transition
cd9ba87c-a613-444c-ad52-6e2c19b541ec	in_qa	deliver	delivered	qa	2017-01-11 15:03:00	first delivery
cd9ba87c-a613-444c-ad52-6e2c19b541ec	delivered	refuse	refused	customer	2017-01-31 10:39:00	refusal
cd9ba87c-a613-444c-ad52-6e2c19b541ec	refused	require_revision	in_qa	pm	2017-02-07 10:57:49	send_back_to_qa
cd9ba87c-a613-444c-ad52-6e2c19b541ec	in_qa	deliver	delivered	qa	2017-02-09 13:11:00	deliver_add._transition
cf469545-063f-41b8-b09c-5ae09f6a4a7c	in_qa	deliver	delivered	qa	2017-01-03 18:59:00	first delivery
cf469545-063f-41b8-b09c-5ae09f6a4a7c	delivered	refuse	refused	customer	2017-01-24 11:41:14	refusal
cf469545-063f-41b8-b09c-5ae09f6a4a7c	refused	require_revision	in_qa	pm	2017-02-10 17:44:03	send_back_to_qa
cf6c20aa-f91a-428a-bb83-ce5e7224c5f8	in_qa	deliver	delivered	qa	2016-11-01 18:04:00	first delivery
cf6c20aa-f91a-428a-bb83-ce5e7224c5f8	delivered	refuse	refused	customer	2017-01-10 16:49:00	refusal
cf6c20aa-f91a-428a-bb83-ce5e7224c5f8	refused	require_revision	in_qa	pm	2017-01-10 16:51:18	send_back_to_qa
cf6c20aa-f91a-428a-bb83-ce5e7224c5f8	in_qa	deliver	delivered	qa	2017-01-12 12:59:00	deliver_add._transition
d14d1499-d97f-4833-9697-e451a3ff3498	in_qa	deliver	delivered	qa	2016-11-14 11:00:00	first delivery
d14d1499-d97f-4833-9697-e451a3ff3498	delivered	refuse	refused	customer	2016-12-07 09:22:00	refusal
d14d1499-d97f-4833-9697-e451a3ff3498	refused	require_revision	in_qa	pm	2016-12-08 09:40:42	send_back_to_qa
d14d1499-d97f-4833-9697-e451a3ff3498	in_qa	deliver	delivered	qa	2017-01-04 12:23:00	deliver_add._transition
d4a9aba2-4e86-469d-956a-5f0e6650aa3e	in_qa	deliver	delivered	qa	2016-12-15 10:53:00	first delivery
d4a9aba2-4e86-469d-956a-5f0e6650aa3e	delivered	refuse	refused	customer	2017-01-16 04:51:00	refusal
d4a9aba2-4e86-469d-956a-5f0e6650aa3e	refused	require_revision	in_qa	pm	2017-01-17 11:28:53	send_back_to_qa
d4a9aba2-4e86-469d-956a-5f0e6650aa3e	in_qa	deliver	delivered	qa	2017-01-18 11:54:00	deliver_add._transition
d4a9aba2-4e86-469d-956a-5f0e6650aa3e	delivered	refuse	refused	customer	2017-02-10 08:49:00	refusal
d4a9aba2-4e86-469d-956a-5f0e6650aa3e	refused	require_revision	in_qa	pm	2017-02-10 16:56:47	send_back_to_qa
d63d43f8-63a8-4920-8a09-968cd563de00	in_qa	deliver	delivered	qa	2016-12-22 16:46:00	first delivery
d63d43f8-63a8-4920-8a09-968cd563de00	delivered	refuse	refused	customer	2017-01-10 04:56:00	refusal
d63d43f8-63a8-4920-8a09-968cd563de00	refused	require_revision	in_qa	pm	2017-01-10 12:59:57	send_back_to_qa
d63d43f8-63a8-4920-8a09-968cd563de00	in_qa	deliver	delivered	qa	2017-01-12 13:20:00	deliver_add._transition
d68ba673-ee1e-4ef3-ac82-63eb21414510	in_qa	deliver	delivered	qa	2016-11-18 11:04:00	first delivery
d68ba673-ee1e-4ef3-ac82-63eb21414510	delivered	refuse	refused	customer	2016-12-08 09:09:00	refusal
d68ba673-ee1e-4ef3-ac82-63eb21414510	refused	require_revision	in_qa	pm	2016-12-08 09:10:00	send_back_to_qa
d68ba673-ee1e-4ef3-ac82-63eb21414510	in_qa	deliver	delivered	qa	2017-01-10 14:57:00	deliver_add._transition
da270950-8938-4198-9c39-d117b7039f8d	in_qa	deliver	delivered	qa	2016-11-01 18:00:00	first delivery
da270950-8938-4198-9c39-d117b7039f8d	delivered	refuse	refused	customer	2016-12-08 09:38:00	refusal
da270950-8938-4198-9c39-d117b7039f8d	refused	require_revision	in_qa	pm	2016-12-08 09:38:00	send_back_to_qa
da270950-8938-4198-9c39-d117b7039f8d	in_qa	deliver	delivered	qa	2017-01-04 14:05:00	deliver_add._transition
e027176d-b217-43df-ba47-8e08ef22497c	in_qa	deliver	delivered	qa	2016-11-10 11:39:00	first delivery
e027176d-b217-43df-ba47-8e08ef22497c	delivered	refuse	refused	customer	2016-11-29 12:38:00	refusal
e027176d-b217-43df-ba47-8e08ef22497c	refused	require_revision	in_qa	pm	2017-01-20 16:12:21	send_back_to_qa
e027176d-b217-43df-ba47-8e08ef22497c	in_qa	deliver	delivered	qa	2017-01-25 14:20:00	deliver_add._transition
e3614955-58a6-4ef2-9c2b-fe6335899881	in_qa	deliver	delivered	qa	2016-12-23 12:03:00	first delivery
e3614955-58a6-4ef2-9c2b-fe6335899881	delivered	refuse	refused	customer	2017-01-13 08:32:00	refusal
e3614955-58a6-4ef2-9c2b-fe6335899881	refused	require_revision	in_qa	pm	2017-01-20 16:28:22	send_back_to_qa
e3614955-58a6-4ef2-9c2b-fe6335899881	in_qa	deliver	delivered	qa	2017-01-24 18:48:00	deliver_add._transition
e4bce5b7-8629-4a58-ab1d-85f6206bd7d1	in_qa	deliver	delivered	qa	2016-11-28 14:52:00	first delivery
e4bce5b7-8629-4a58-ab1d-85f6206bd7d1	delivered	refuse	refused	customer	2016-12-20 09:23:00	refusal
e4bce5b7-8629-4a58-ab1d-85f6206bd7d1	refused	require_revision	in_qa	pm	2017-01-02 16:19:23	send_back_to_qa
e4bce5b7-8629-4a58-ab1d-85f6206bd7d1	in_qa	deliver	delivered	qa	2017-01-05 11:56:00	deliver_add._transition
e4bfc4fa-6532-4139-9059-bf8a9110ba55	in_qa	deliver	delivered	qa	2016-10-27 13:02:00	first delivery
e4bfc4fa-6532-4139-9059-bf8a9110ba55	delivered	refuse	refused	customer	2016-11-28 00:00:00	refusal
e4bfc4fa-6532-4139-9059-bf8a9110ba55	refused	require_revision	in_qa	pm	2016-12-08 09:42:02	send_back_to_qa
e4bfc4fa-6532-4139-9059-bf8a9110ba55	in_qa	deliver	delivered	qa	2017-01-31 12:47:00	deliver_add._transition
e5a95346-1c56-4a38-a1d4-bb5e858efbc6	in_qa	deliver	delivered	qa	2016-12-29 09:44:00	first delivery
e5a95346-1c56-4a38-a1d4-bb5e858efbc6	delivered	refuse	refused	customer	2017-01-18 04:19:20	refusal
e5a95346-1c56-4a38-a1d4-bb5e858efbc6	refused	require_revision	in_qa	pm	2017-01-18 13:03:12	send_back_to_qa
e5a95346-1c56-4a38-a1d4-bb5e858efbc6	in_qa	deliver	delivered	qa	2017-01-18 17:42:00	deliver_add._transition
e5a95346-1c56-4a38-a1d4-bb5e858efbc6	delivered	refuse	refused	customer	2017-02-10 10:00:51	refusal
e5a95346-1c56-4a38-a1d4-bb5e858efbc6	refused	require_revision	in_qa	pm	2017-02-10 17:12:02	send_back_to_qa
e7b9e972-6cf6-4a80-8abe-80c1ad0c7d1b	in_qa	deliver	delivered	qa	2016-10-27 13:47:00	first delivery
e7b9e972-6cf6-4a80-8abe-80c1ad0c7d1b	delivered	refuse	refused	customer	2016-10-28 12:00:00	refusal
e7b9e972-6cf6-4a80-8abe-80c1ad0c7d1b	refused	require_revision	in_qa	pm	2017-02-10 15:12:12	send_back_to_qa
eb42057b-598f-422b-840e-45e0e567eec6	in_qa	deliver	delivered	qa	2016-11-08 13:24:00	first delivery
eb42057b-598f-422b-840e-45e0e567eec6	delivered	refuse	refused	customer	2016-11-28 06:05:00	refusal
eb42057b-598f-422b-840e-45e0e567eec6	refused	require_revision	in_qa	pm	2016-12-08 09:37:10	send_back_to_qa
eb42057b-598f-422b-840e-45e0e567eec6	in_qa	deliver	delivered	qa	2017-01-10 18:31:00	deliver_add._transition
ece89050-e4a2-47c9-b367-6e94d1984c42	in_qa	deliver	delivered	qa	2017-01-04 11:48:00	first delivery
ece89050-e4a2-47c9-b367-6e94d1984c42	delivered	refuse	refused	customer	2017-01-25 12:33:00	refusal
ece89050-e4a2-47c9-b367-6e94d1984c42	refused	require_revision	in_qa	pm	2017-02-07 12:23:03	send_back_to_qa
ee47711b-4eee-404b-acf2-a9cb722a0eaa	in_qa	deliver	delivered	qa	2016-12-09 13:04:00	first delivery
ee47711b-4eee-404b-acf2-a9cb722a0eaa	delivered	refuse	refused	customer	2016-12-22 08:55:00	refusal
ee47711b-4eee-404b-acf2-a9cb722a0eaa	refused	require_revision	in_qa	pm	2017-02-07 10:21:09	send_back_to_qa
efd3303d-0647-4c8e-9a96-96f9eee62cd3	in_qa	deliver	delivered	qa	2017-01-03 17:40:00	first delivery
efd3303d-0647-4c8e-9a96-96f9eee62cd3	delivered	refuse	refused	customer	2017-01-24 11:20:00	refusal
efd3303d-0647-4c8e-9a96-96f9eee62cd3	refused	require_revision	in_qa	pm	2017-02-07 10:47:11	send_back_to_qa
f23369ef-59e5-4ada-8cb2-4c70d18cf9d5	in_qa	deliver	delivered	qa	2016-12-08 11:41:00	first delivery
f23369ef-59e5-4ada-8cb2-4c70d18cf9d5	delivered	refuse	refused	customer	2016-12-21 11:55:00	refusal
f23369ef-59e5-4ada-8cb2-4c70d18cf9d5	refused	require_revision	in_qa	pm	2017-01-04 17:15:30	send_back_to_qa
f23369ef-59e5-4ada-8cb2-4c70d18cf9d5	in_qa	deliver	delivered	qa	2017-01-10 13:43:00	deliver_add._transition
f23369ef-59e5-4ada-8cb2-4c70d18cf9d5	delivered	refuse	refused	customer	2017-02-10 08:28:00	refusal
f23369ef-59e5-4ada-8cb2-4c70d18cf9d5	refused	require_revision	in_qa	pm	2017-02-10 15:15:55	send_back_to_qa
f761f415-abc7-4e41-a9de-0e8c076380ca	in_qa	deliver	delivered	qa	2017-01-24 08:08:00	first delivery
f761f415-abc7-4e41-a9de-0e8c076380ca	delivered	refuse	refused	customer	2017-02-10 06:23:00	refusal
f761f415-abc7-4e41-a9de-0e8c076380ca	refused	require_revision	in_qa	pm	2017-02-10 17:23:54	send_back_to_qa
f89f491a-d79b-44f7-a3e4-ac81bf697f39	in_qa	deliver	delivered	qa	2016-10-14 13:43:00	first delivery
f89f491a-d79b-44f7-a3e4-ac81bf697f39	delivered	refuse	refused	customer	2016-11-01 00:00:00	last_refusal_date
f8e61016-1a48-43f8-85df-f5e5d82930d9	in_qa	deliver	delivered	qa	2016-12-16 13:13:00	first delivery
f8e61016-1a48-43f8-85df-f5e5d82930d9	delivered	refuse	refused	customer	2017-01-16 05:41:00	refusal
f8e61016-1a48-43f8-85df-f5e5d82930d9	refused	require_revision	in_qa	pm	2017-01-17 11:32:04	send_back_to_qa
f8e61016-1a48-43f8-85df-f5e5d82930d9	in_qa	deliver	delivered	qa	2017-01-23 12:15:00	deliver_add._transition
f8e61016-1a48-43f8-85df-f5e5d82930d9	delivered	refuse	refused	customer	2017-02-10 09:59:00	refusal
f8e61016-1a48-43f8-85df-f5e5d82930d9	refused	require_revision	in_qa	pm	2017-02-10 17:06:48	send_back_to_qa
f93d7478-fd4a-48ca-98f9-39d8572008ae	in_qa	deliver	delivered	qa	2016-12-29 10:28:00	first delivery
f93d7478-fd4a-48ca-98f9-39d8572008ae	delivered	refuse	refused	customer	2017-01-19 11:11:00	refusal
f93d7478-fd4a-48ca-98f9-39d8572008ae	refused	require_revision	in_qa	pm	2017-02-08 11:27:01	send_back_to_qa
f93d7478-fd4a-48ca-98f9-39d8572008ae	in_qa	deliver	delivered	qa	2017-02-08 16:34:00	deliver_add._transition
fa71149c-347e-47b2-9d29-8a580af99e26	in_qa	deliver	delivered	qa	2016-10-31 15:36:00	first delivery
fa71149c-347e-47b2-9d29-8a580af99e26	delivered	refuse	refused	customer	2016-11-25 00:00:00	last_refusal_date
fccacd50-d8b3-4cba-a827-8218c7b84056	in_qa	deliver	delivered	qa	2016-11-09 12:53:00	first delivery
fccacd50-d8b3-4cba-a827-8218c7b84056	delivered	refuse	refused	customer	2016-11-28 04:29:00	refusal
fccacd50-d8b3-4cba-a827-8218c7b84056	refused	require_revision	in_qa	pm	2017-01-19 15:27:29	send_back_to_qa
fccacd50-d8b3-4cba-a827-8218c7b84056	in_qa	deliver	delivered	qa	2017-01-19 18:12:00	deliver_add._transition
fce461fa-c521-4bb7-884c-392dded8d77a	in_qa	deliver	delivered	qa	2017-01-11 11:10:00	first delivery
fce461fa-c521-4bb7-884c-392dded8d77a	delivered	refuse	refused	customer	2017-01-31 09:44:00	refusal
fce461fa-c521-4bb7-884c-392dded8d77a	refused	require_revision	in_qa	pm	2017-02-07 11:14:33	send_back_to_qa
fce461fa-c521-4bb7-884c-392dded8d77a	in_qa	deliver	delivered	qa	2017-02-08 17:08:00	deliver_add._transition
ffd41cb5-9fd1-4077-81bb-84b984c43a99	in_qa	deliver	delivered	qa	2016-11-28 13:54:00	first delivery
ffd41cb5-9fd1-4077-81bb-84b984c43a99	delivered	refuse	refused	customer	2016-12-20 08:51:00	refusal
ffd41cb5-9fd1-4077-81bb-84b984c43a99	refused	require_revision	in_qa	pm	2017-01-02 16:23:13	send_back_to_qa
ffd41cb5-9fd1-4077-81bb-84b984c43a99	in_qa	deliver	delivered	qa	2017-02-06 18:10:00	deliver_add._transition
